All traffic signals,,,,,,,,,,,Location,Latitude,,,,,,,,,,
PX,GUNNS RD,Mid Block,Side 1,Side 2,Private Access,Additional Info,Geo ID,Node ID,X,Y,Latitude,Longitude,Activation Date,Signal System,Non system,Mode of Control,Pedestrian Walk speed,APS,Transit Preempt,Fire preempt,Rail preempt,No. of Signalized Approaches
130,YONGE ST,,MADAWASKA AVE,MOORE PARK AVE,,,436828,13444390,311301.67,4850208.61,43.7938145,-79.418991,00:00.0,SCOOT,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
131,YONGE ST,,STEELES AVE,,,,436631,13443870,311215.15,4850674,43.798049,-79.420064,00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
132,MOUNT PLEASANT RD,,ELM AVE,,,,7950526,13462712,314445.13,4836962,43.6745775,-79.380161,00:00.0,SCOOT,,SAP,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
133,MOUNT PLEASANT RD,,INGLEWOOD DR,,,,1139369,13460221,314169.31,4838492.5,43.6883196,-79.383542,00:00.0,MTSS,,SAP,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
134,MOUNT PLEASANT RD,,ST CLAIR AVE E,,,,1139253,13459852,314189.66,4838720.5,43.690374,-79.383288,00:00.0,MTSS,,FXT,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
135,MOUNT PLEASANT RD,,MOORE AVE,,,,1139081,13459279,314081.28,4839076,43.6936038,-79.3846212,00:00.0,MTSS,,FXT,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
136,MOUNT PLEASANT RD,,MERTON ST,,,,30040259,13458404,313934.5,4839587,43.6982046,-79.386448,00:00.0,MTSS,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
137,MOUNT PLEASANT RD,,DAVISVILLE AVE,,,,1138783,13458104,313894.275,4839824.489,43.7003222,-79.386937,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
138,MOUNT PLEASANT RD,,MANOR RD E,,,,1138526,13457453,313764.94,4840266.5,43.7043099,-79.388524,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
139,MOUNT PLEASANT RD,,BROADWAY AVE,,,,1138214,13456361,313549.9,4841025.69,43.711129,-79.391181,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
140,MOUNT PLEASANT RD,,BLYTHWOOD RD,,,,1137998,13455270,313312.81,4841776.54,43.7178824,-79.394131,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
141,MOUNT PLEASANT RD,,ST LEONARDS AVE,,,,1137910,13454606,313187.23,4842268.88,43.7223099,-79.395694,00:00.0,TransSuite,,SAP,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
142,MOUNT PLEASANT RD,,LAWRENCE AVE E,,,,1137782,13454075,313099.179,4842705.224,43.72623704,-79.39679056,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
143,KINGSTON RD,,MORNINGSIDE AVE,,,,107942,13446901,329993.46,4847675.661,43.770604,-79.186884,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
144,KINGSTON RD,,LAWRENCE AVE E,,,,8100562,13447347,329773.9109,4847346.054,43.7676558,-79.189555,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
145,KINGSTON RD,,GALLOWAY RD,,,,12786481,13448187,329363.0017,4846718.003,43.7621101,-79.1947327,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,1,,4
146,KINGSTON RD,,GUILDWOOD PKWY,CROMWELL RD,,,14114439,13449983,328464.8314,4845341.939,43.749649,-79.205992,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,0,,4
147,KINGSTON RD,,EGLINTON AVE E,,,,110384,13450880,328007.558,4844681.002,43.7437557,-79.211651,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
148,KINGSTON RD,,MARKHAM RD,,,,9011534,13451718,327576.7,4844130.11,43.738817,-79.217042,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
149,KINGSTON RD,,MCCOWAN RD,CATHEDRAL BLUFFS DR,,,9011590,13453920,326343.1208,4842612.995,43.725113,-79.232452,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,1,,4
150,KINGSTON RD,,ST CLAIR AVE E,BROOKLAWN AVE,,,111742,13454337,326046.855,4842255.421,43.721858,-79.236215,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
151,KINGSTON RD,,MIDLAND AVE,,,,8794156,13456025,325076.7656,4841049.691,43.711111,-79.248196,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
152,KINGSTON RD,,SANDOWN AVE,,,,112444,13456405,324950.0792,4840788.89,43.7087694,-79.249759,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
153,KINGSTON RD,,CLAREMORE AVE,CLIFFSIDE DR,,,112545,13457171,324709.6373,4840252.304,43.703931,-79.252775,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
154,KINGSTON RD,,BIRCHMOUNT RD,,,,2215096,13459028,323942.58,4839038.35,43.6930141,-79.262326,00:00.0,MTSS,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
155,KINGSTON RD,,BIRCHCLIFF AVE,,,,113039,13459344,323748.1401,4838863.679,43.691469,-79.264762,00:00.0,TransSuite,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
156,KINGSTON RD,,WARDEN AVE,,,,113124,13460017,323252.2,4838448.94,43.6877698,-79.270928,00:00.0,Awaiting TransSuite Control,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
157,KINGSTON RD,,FALLINGBROOK RD,,,,113230,13461056,322582.86,4837835.96,43.6822709,-79.279219,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
158,KINGSTON RD,,VICTORIA PARK AVE,,,,10367572,13461342,322194.76,4837674.27,43.6808074,-79.284041,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
159,KINGSTON RD,,BEECH AVE,,,,5543523,13461467,321660.01,4837610.58,43.6802604,-79.2907,00:00.0,MTSS,,SAP,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
160,KINGSTON RD,,MAIN ST,SOUTHWOOD DR,,,9949892,13461728,321069.4129,4837457.509,43.678903,-79.29801,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
161,KINGSTON RD,,WAVERLEY RD,BROOKSIDE DR,,,7705229,0,320588.734,4837244.629,43.67695,-79.304104,00:00.0,MTSS,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
162,KINGSTON RD,,WOODBINE AVE,,,,4833213,13462643,320272.24,4836904.91,43.67394,-79.307902,00:00.0,MTSS,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
163,KINGSTON RD,,DUNDAS ST E,DIXON AVE,,,2735476,13463293,320010.72,4836465,43.669951,-79.311169,00:00.0,MTSS,,FXT,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
164,KINGSTON RD,,BRIMLEY RD,BRIMLEY RD S,,,112019,13454867,325704.7752,4841841.042,43.718239,-79.240372,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
165,CHURCH ST,,PARK RD,,,,14021125,13463129,314073.25,4836698.5,43.672219,-79.384788,00:00.0,SCOOT,,FXT,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
166,UNIVERSITY AVE,,ARMOURY ST,,,,6349934,13466234,313852.305,4834580.175,43.653099,-79.387585,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
167,BAYVIEW AVE,,NESBITT DR,,,,1328,13459122,315563.3963,4839135.511,43.694104,-79.366284,00:00.0,TransSuite,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
168,QUEEN ST E,,COXWELL AVE,,,,8417281,13463942,319574.53,4836062.5,43.666345,-79.316558,00:00.0,MTSS,,SAP on Recall,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,4
169,BAYVIEW AVE,,MOORE AVE,,,,1151,13458625,315122.88,4839430.5,43.6967298,-79.371732,00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
170,BAYVIEW AVE,,MCRAE DR,MERTON ST,,,9278734,13457987,314990.22,4839896,43.70096,-79.373324,00:00.0,SCOOT,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
171,BAYVIEW AVE,,MILLWOOD RD,,,,774,13457422,314889.72,4840265.5,43.7042575,-79.374587,00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
172,BAYVIEW AVE,,MANOR RD E,FLEMING CRES,,,9340683,13456999,314805.94,4840562,43.7069178,-79.375617,00:00.0,SCOOT,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
173,AVENUE RD,,EDMUND AVE,,,,7992927,13461334,312862.533,4837849.068,43.6825716,-79.39976,00:00.0,SCOOT,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
174,QUEEN ST E,,RIVER ST,,,,8754180,13465478,316354.83,4835057.74,43.6574,-79.35654,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
175,RIVER ST,,SHUTER ST,,,,7635788,13465144,316281.0567,4835296.662,43.659502,-79.357445,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
176,GERRARD ST E,,RIVER ST,,,,14020230,13464490,316136.1,4835761.16,43.6636874,-79.35923,00:00.0,MTSS,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
177,BAYVIEW AVE,,RIVER ST,,,,5070833,13464116,316288.1293,4836001.553,43.6658819,-79.357365,00:00.0,TransSuite,,FXT,N/A,0,,,,3
178,DANFORTH AVE,,SIBLEY AVE,,,,10878526,13459659,321496.7126,4838718.185,43.6902727,-79.292675,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
179,BAYVIEW AVE,,BROADWAY AVE,,,,270,13455882,314645.77,4841329.59,43.7139,-79.377589,00:00.0,SCOOT,,SAP,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,,,,4
180,DUNDAS ST W,,OSSINGTON AVE,,,,14019838,13466940,311174.6663,4834157.759,43.6493419,-79.42078,00:00.0,MTSS,,FXT,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,1,,,4
181,DUNDAS ST W,,LANSDOWNE AVE,,,,8566547,13466826,309645.95,4834249.22,43.6501405,-79.439714,00:00.0,Awaiting TransSuite Control,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
182,DUNDAS ST W,,DOVERCOURT RD,,,,1145627,13466923,310854.45,4834168.99,43.6494457,-79.424738,00:00.0,Awaiting TransSuite Control,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
183,DUNDAS ST W,,BROCK AVE,,,,8128443,13466862,309979.02,4834218.52,43.6498834,-79.435598,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,4
184,YORKLAND RD,,HERONS HILL WAY,PRIVATE ACCESS,,,20233507,20233509,317896.9952,4848061.932,43.7744125,-79.337132,00:00.0,SCOOT,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
185,JANE ST,,DUNDAS ST W,,,,10575986,13464451,305494.8833,4835976.908,43.665693,-79.491175,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
186,DUNDAS ST W,,RUNNYMEDE RD,,,,14015195,13464461,306227.2065,4835959.753,43.665584,-79.482104,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
187,DUNDAS ST W,,PACIFIC AVE,,,,9085868,13464436,307315.1074,4835947.071,43.6654376,-79.468576,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
188,DUNDAS ST W,,KEELE ST,,,,14014794,13464438,307642.441,4835940.844,43.6653881,-79.464561,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,1,,4
189,BAYVIEW AVE,265m SOUTH OF,POST RD,PRIVATE ACCESS,GRANITE CLUB/BOB RUMBLE CENTRE,,443573,0,314332.53,4843574,43.7340769,-79.381419,00:00.0,SCOOT,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
190,DUFFERIN ST,,DUNDAS ST W,,,,9340282,13466894,310313.73,4834192.22,43.6496233,-79.431438,00:00.0,Awaiting TransSuite Control,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
191,EGLINTON AVE E,,BELLAMY RD N,PRIVATE ACCESS,GO STATION,,110754,13451513,326366.5,4844291,43.740245,-79.232044,00:00.0,SCOOT,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,,,,4
192,EGLINTON AVE E,,MCCOWAN RD,,,,8985453,13451762,325858.94,4844133,43.7388424,-79.238405,00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
193,BAY ST,,GROSVENOR ST,,,,7762728,13464728,313947.57,4835620.31,43.6625165,-79.38637,00:00.0,SCOOT,,SAP,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
194,ST CLAIR AVE W,,EARLSCOURT AVE,,,,8680014,13462446,309022.88,4837230.47,43.676982,-79.447423,00:00.0,MTSS,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,1,,3
195,DIXON RD,,CITY VIEW DR,KELFIELD ST,,,8232467,13460340,298571.547,4838699.102,43.6902252,-79.57703233,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
196,DUNDAS ST W,,BATHURST ST,,,,1145100,13466407,312364.9,4834489.79,43.652296,-79.406015,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,4
197,GERRARD ST E,,SACKVILLE ST,,,,4907664,13464667,315749.75,4835636.12,43.662597,-79.364003,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
198,SIMCOE ST,,ADELAIDE ST W,,,,7929431,13466978,313930.46,4834083.65,43.6486354,-79.386558,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,2
199,KING ST W,,SIMCOE ST,,,,1146180,13467173,313971.86,4833945.6,43.647371,-79.38605,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,3
200,BAYVIEW AVE,,BLYTHWOOD RD,WELLNESS WAY,,SUNNYBROOK HOSPITAL,3766842,13454763,314538.5,4842121,43.7209801,-79.378926,00:00.0,SCOOT,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
201,KING ST W,,BATHURST ST,,,,8457366,13467722,312633.58,4833558.43,43.643904,-79.40267,00:00.0,MTSS,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
202,VICTORIA PARK AVE,,CRAIGTON DR,JONESVILLE CRES,,,6682257,13453844,320617.69,4842767,43.726712,-79.303485,00:00.0,SCOOT,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
203,LAKE SHORE BLVD E,,LOWER SHERBOURNE ST,,,,1146087,13467284,315583.78,4833842.26,43.6463414,-79.366079,00:00.0,SCOOT,,FXT,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
204,HARBOUR ST,,YORK ST,,,,5866210,13468047,314409.9389,4833236.326,43.641006,-79.380705,00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
205,LAKE SHORE BLVD W,,YORK ST,,,WB LAKE SHORE BLVD,1146741,13467993,314395.6583,4833286.911,43.6416093,-79.380953,00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
206,LAKE SHORE BLVD E,,LESLIE ST,,,,1143828,13465121,318621.8,4835268.98,43.659109,-79.328373,00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
207,LAKE SHORE BLVD E,,CARLAW AVE,,,,2689028,13465837,317896.98,4834792.63,43.655081,-79.337519,00:00.0,SCOOT,,FXT,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,1,4
208,LAKE SHORE BLVD E,,DON ROADWAY,DON VALLEY PARKWAY N,,,1145202,13466497,317129.32,4834339.27,43.6510701,-79.346973,00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,1,4
209,LAKE SHORE BLVD E,,PARLIAMENT ST,,,,1145812,13467067,315994.05,4833986.95,43.6477572,-79.361271,00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
210,LAKE SHORE BLVD E,,LOWER JARVIS ST,,,,1146303,13467437,315283.491,4833751.597,43.645501,-79.369794,00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
211,YONGE ST,,LAKE SHORE BLVD W,,,W/B LAKE SHORE BLVD,1146446,13467631,314799.61,4833600.41,43.644197,-79.3758602,00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
212,LAKE SHORE BLVD W,,BAY ST,,,BAY ST W/B,1146568,13467798,314641.09,4833459.07,43.64317,-79.37791,00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
213,BAY ST,,HARBOUR ST,,,BAY ST & E/B LAKE SHORE BLVD,7929250,13467909,314670.47,4833355.95,43.6421004,-79.377444,00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
214,ADELAIDE ST E,,PARLIAMENT ST,,,,1144784,13466117,315786.81,4834633.7,43.653562,-79.363581,00:00.0,TransSuite,,FXT,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
215,LAKE SHORE BLVD W,,SPADINA AVE,LOWER SPADINA AVE,,E/B LAKE SHORE BLVD,12334935,13468377,313479.78,4832951.52,43.638474,-79.392196,00:00.0,SCOOT,,FXT,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
216,LAKE SHORE BLVD W,,FLEET ST,BATHURST ST,,,8491741,13468584,312881.11,4832732.02,43.636444,-79.399607,00:00.0,SCOOT,,FXT,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,1,,,5
217,EGLINTON AVE E,,FALMOUTH AVE,GILDER DR,,,9134251,13452308,324665.56,4843766,43.735594,-79.253201,00:00.0,SCOOT,,SAP,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
218,LAKE SHORE BLVD W,,BURLINGTON ST,,,,7973805,13469945,305805.1526,4830594.002,43.6172919,-79.487299,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
219,CHAPLIN CRES,,ROSELAWN AVE,,,,1138430,13457301,310910.4057,4840417.503,43.7056982,-79.423936,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
220,EGLINTON AVE E,,FORMAN AVE,,,,9011963,13456681,313955.22,4840811,43.7092057,-79.386196,00:00.0,MTSS,,SAP,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
221,LAKE SHORE BLVD W,,STADIUM RD,,,,1147201,13468647,312692.7,4832666.48,43.635866,-79.401893,00:00.0,SCOOT,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,,,,3
222,LAKE SHORE BLVD W,,STRACHAN AVE,REMEMBRANCE DR,,,1147283,13468803,312147.4,4832504.36,43.634499,-79.408721,00:00.0,SCOOT,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
223,RICHMOND ST E,,PARLIAMENT ST,,,,14036865,13465959,315752.3586,4834744.191,43.6545488,-79.363998,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
224,LAKE SHORE BLVD W,,JAMESON AVE,,,,1147433,13468970,310064.28,4832380.2,43.6333865,-79.434586,00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
225,CHURCH ST,,CHARLES ST E,,,,7754038,13463577,314260.17,4836391.87,43.6694267,-79.382476,00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
226,LAKE SHORE BLVD W,,PARKSIDE DR,,,,1147141,13468486,308535.56,4832932.69,43.638362,-79.45353,00:00.0,SCOOT,,FXT,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
227,QUEENS PARK,,QUEENS PARK CRES W,,,,6341247,13464227,313381.92,4835988.63,43.66605945,-79.39317763,00:00.0,SCOOT,,FXT,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,2
228,LAKE SHORE BLVD W,,ELLIS AVE,,,,2790371,13468687,307585.14,4832713.44,43.6362217,-79.465271,00:00.0,SCOOT,,FXT,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
229,LAKE SHORE BLVD W,,WINDERMERE AVE,PRIVATE ACCESS,,,10250082,13468807,307354.24,4832583.89,43.635079,-79.468076,00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
230,LAKE SHORE BLVD W,,PARK LAWN RD,MARINE PARADE DR,,,7570827,13469683,306300.41,4831226,43.62300547,-79.48114336,00:00.0,SCOOT,,FXT,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
231,LAKE SHORE BLVD W,,SUPERIOR AVE,,,,913792,13470022,305699.0316,4830335.002,43.6149403,-79.488612,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
232,LAKE SHORE BLVD W,,MIMICO AVE,PRIVATE ACCESS,,,7553829,13470070,305646.5294,4830205.009,43.613712,-79.489287,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
233,LAKE SHORE BLVD W,,ROYAL YORK RD,,,,7389569,13470353,305335.7417,4829079.825,43.6036287,-79.493109,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
234,LAKE SHORE BLVD W,,THIRD ST,,,,8947296,13470414,304722.4266,4828869.586,43.6017233,-79.500725,00:00.0,TransSuite,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
235,JANE ST,,400 S JANE ST RAMP,JANE ST BLACK CR S RAMP,,SOUTH INTERSECTION,7211074,13456648,304302.9954,4841010.304,43.71104078,-79.50596988,00:00.0,TransSuite,,SAV,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,3
236,LAKE SHORE BLVD W,,TENTH ST,,,,6195252,13470475,304087.1396,4828676.079,43.6000063,-79.508604,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
237,LAKE SHORE BLVD W,,KIPLING AVE,COLONEL SAMUEL SMITH PARK DR,,,914578,13470536,303415.64,4828474.06,43.5981581,-79.516936,00:00.0,TransSuite,,FXT,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",1,,,,4
238,LAKE SHORE BLVD W,,TWENTY SECOND ST,,,,914612,13470566,303062.925,4828363.977,43.5972121,-79.521281,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
239,LAKE SHORE BLVD W,,THIRTIETH ST,,,,7640614,13470610,302380.6089,4828155.043,43.5953296,-79.5296733,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
240,LAKE SHORE BLVD W,,LONG BRANCH AVE,PRIVATE ACCESS,,,7586931,13470639,302037.62,4828048.23,43.5943391,-79.533932,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,4
241,LAKE SHORE BLVD W,,THIRTY SEVENTH ST,PRIVATE ACCESS,,,7664573,13470661,301701.3,4827941.24,43.593382,-79.538092,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
242,LAKE SHORE BLVD W,,BROWNS LINE,,,,9950476,13470690,301325.4518,4827819.027,43.59235474,-79.54258472,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
243,LAKE SHORE BLVD W,127m EAST OF,BROW DR,PRIVATE ACCESS,TTC LOOP,,20230538,0,301226.597,4827725.609,43.59168647,-79.54382122,00:00.0,TransSuite,,SAP,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
244,PARLIAMENT ST,,FRONT ST E,,,,8354029,13466427,315856.4026,4834412.134,43.6515514,-79.362731,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
245,KING ST E,,PARLIAMENT ST,,,,8354032,13466241,315815.43,4834541.09,43.6527207,-79.363216,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
246,QUEEN ST E,,PARLIAMENT ST,,,,8754558,13465795,315716.74,4834861.51,43.6556093,-79.364434,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
247,PARLIAMENT ST,,SHUTER ST,,,,14024569,13465567,315672.9741,4835008.992,43.6569464,-79.364973,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
248,DUNDAS ST E,,PARLIAMENT ST,,,,13975182,13465179,315590.75,4835286.28,43.6594438,-79.365987,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,1,,4
249,PARLIAMENT ST,,GERRARD ST E,,,,8570878,13464785,315508.065,4835565.032,43.6619557,-79.367007,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
250,PARLIAMENT ST,,CARLTON ST,,,,9980757,13464403,315431.326,4835824.481,43.6642686,-79.367958,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,3
251,PARLIAMENT ST,,WELLESLEY ST E,,,,9980345,13463777,315303.24,4836256.09,43.668161,-79.369537,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
252,BLOOR ST E,,PARLIAMENT ST,,,,4321849,13463124,315211.03,4836682,43.672016,-79.370764,00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
253,SHERBOURNE ST,,FRONT ST E,,,,8351480,13466633,315441.02,4834281.04,43.650382,-79.367892,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,1,,4
